credits,dept_num,instructor,keyword,session,term,title,university
4,ECON 614 001,"Monaldi Marturet, Francisco J.",polit,1st Half of Full Term,Summer Semester 2019,POLITICAL ECONOMY OF OIL,rice university
3,SPPO 392 701,"Duno-Gottberg, Luis
Fernandez, Esther",societ,Summer Session 7,Summer Semester 2019,COMTEMP SPAN CULTURE & SOCIETY,rice university
.75,MGMT 640 001,"Calabrese, Luigi",valu,MBA ILE 2,Summer Semester 2019,PRIVATE BUSINESS VALUATION,rice university
.75,MGMT 640 002,"Calabrese, Luigi",valu,MBA ILE 2,Summer Semester 2019,PRIVATE BUSINESS VALUATION,rice university
3,MGMT 501 901,"Rountree, Brian R.",account,MBA Quad Term Full,Summer Quadmester 2018,FINANCIAL ACCOUNTING,rice university
3,MGMT 501 902,"Rountree, Brian R.",account,MBA Quad Term Full,Summer Quadmester 2018,FINANCIAL ACCOUNTING,rice university
3,MGMT 501 901,"Rountree, Brian R.",account,MBA Quad Term Full,Fall Quadmester 2018,FINANCIAL ACCOUNTING,rice university
3,MGMT 501 902,"Rountree, Brian R.",account,MBA Quad Term Full,Fall Quadmester 2018,FINANCIAL ACCOUNTING,rice university
3,MGMT 501 901,"Rountree, Brian R.",account,MBA Quad Term Full,Winter Quadmester 2019,FINANCIAL ACCOUNTING,rice university
3,MGMT 501 902,"Rountree, Brian R.",account,MBA Quad Term Full,Winter Quadmester 2019,FINANCIAL ACCOUNTING,rice university
1.5,MGMT 502 901,"Sivaramakrishnan, Konduru",account,MBA Quad Term 2,Winter Quadmester 2019,MANAGERIAL ACCOUNTING,rice university
1.5,MGMT 502 902,"Sivaramakrishnan, Konduru",account,MBA Quad Term 2,Winter Quadmester 2019,MANAGERIAL ACCOUNTING,rice university
3,MGMT 501 901,"Rountree, Brian R.",account,MBA Quad Term Full,Spring Quadmester 2019,FINANCIAL ACCOUNTING,rice university
3,MGMT 501 902,"Rountree, Brian R.",account,MBA Quad Term Full,Spring Quadmester 2019,FINANCIAL ACCOUNTING,rice university
1.5,MGMT 502 901,"Sivaramakrishnan, Konduru",account,MBA Quad Term 2,Spring Quadmester 2019,MANAGERIAL ACCOUNTING,rice university
1.5,MGMT 502 902,"Sivaramakrishnan, Konduru",account,MBA Quad Term 2,Spring Quadmester 2019,MANAGERIAL ACCOUNTING,rice university
1.5,MGMT 561 901,"Schuler, Douglas A.",govern,MBA Quad Term 2,Spring Quadmester 2019,BUSINESS-GOVERNMENT RELATIONS,rice university
1.5,MGMT 561 902,"Schuler, Douglas A.",govern,MBA Quad Term 2,Spring Quadmester 2019,BUSINESS-GOVERNMENT RELATIONS,rice university
